"Sentiment","text"
"negative","@thecandystriper technically not uni bound as Im at home. There is tea here! next week Ill be lab wench... sad  Enjoy the hol while u can"
"negative","Pulled over.... This sucks... "
"negative","I miss you "
"negative","@xCeelou :| good luck with the exams! but that sucks, i work all wednesday "
"negative","@jjdaco yeah I can talk for like 30 min. I need to get up at 6 tomorrow "
"negative","And my laptop still has no internet. "
"negative","Woohoo! Working 6am to 630 pm today! Yay!  lol"
"negative","@mkayes  Martin can you check your fav download sites and let me know if &quot;The closer&quot; s5 ep 03 is available. Can't find it anywhere "
"negative","wishes she had discovered @UlyssesSeen yesterday instead of this am so she could've follow Bloomsday in Dublin time instead of American "
"negative","@Jayde_Nicole are you watching this season of the Tudors? It's so good! There's 2 more episodes left for this season "
"negative","awai will finish werk ard 730am and by den ill be at werk already.  if everythin goes well later tdy i'll rush hm n play with dian."
"negative","@CindiCupcaking some of those can clog your pores and make shieyt worse "
"negative","On my way to copelands to make that $, oscar's face is so hard to walk away from "
"negative","@JordanKlicious  OK !!!! I was the one, that sent him the Pic from the German Girls ! Same here. Only concert in europe !! "
"negative","daddy won't answer.. "
"negative","@ddlovato i really wanna go to your tour! but my mom bought me tickets for jb.  will you be going on tour again?"
"negative","the GA theatre has burned "
"negative","This dance station is playing that Milkshake song, haven't heard it in years. I'm going to probably be singing it in the morning. "
"negative","@richardveryard Cheers, but looking for a way to apply rounding to lots of numbers, in bulk... "
"negative","I wish @Haleyfriedman blackberry would get her. I wanna bbm "
"negative","@theroser What happened?? Why arent you guys coming to Nampa, Idaho anymore. I was sooo looking forward to seeing you guys "
"negative","Throat still hurts pretty stuffy nose going to MD Tuesday may have a small bug "
"negative","Im in so much pain that im not even hungry "
"negative","Why does flickr no longer recognize my e-mail addresses.  I can't log in. "
"negative","@oraporra pipettes � vida. pull shapes, i like to disco. i like to rock'n'roll, well i just wanna freak out... (8) HEIHEAIAEHIEAHIAE ok "
"negative","Sitting in Cy's apartment trying to decide what to do for her last night in America.  Im sad."
"negative","@francoisgfx  Out of curiosity, can I see the portfolio you submitted? Here's mine: http://ironbarkstudios.carbonmade.com"
"negative","@Jatheree are you all by yourself? "
"negative","I did.  we can still see it. Lets just hope its in theaters when i come back."
"negative","I really hate wearing makeup sometimes! Everyone I work with has perfect skin "
"negative","Just checked my diary completely forgot about my doctors appointment after work got to have a big injection  Don't like needles!!"
"negative","Just made twitter profile..not sure bout username..hey ho! This could b fun..loving hellskitchen, missed end of last nights show "
"negative","is annoyed ill + rain = ruined destressing photoshoot plans "
"negative","@ work on a sat.. "
"negative","Just got up... Damn Twitter down last night "
"negative","Is sick of having no voice!!! "
"negative","At the Silver Springs Docs I was going to see Splitting Hairs and partake in the ever-important mustache competition.  Rush tickets only "
"negative","I wish I had twitpic in April... now I can take a picture of the sundae I am going to eat, not Quinto or HRG.... "
"negative","@bekasaur  what's up?? "
"negative","is becoming a black sheep...again. "
"negative","Helping people out with their issues, Of all sorts "
"negative","How hard is it to possibly have to give up a pet or two if you have to move? "
"negative","So many homeworks.. Hayy.. I'm so really tired to write and write... "
"negative","Against the advice of his doctors at Cedar Sinai Medical Center, my dad continues to work. I am very disheartened.   ~Michael~"
"negative","is in a mood because her future is going nowhere "
"negative","And I think it's back to kitchens for Rosie.  I need money "
"negative","So sleepy and I still have 3 and a half hours to go  FML"
"negative","ahh sore throat and tired. want to go back to bed. but have work "
"negative","doinng science revision  woopee "
"negative","The Turkish GP is not going too well for Kimi  hmph"
"negative","ahh whose excited that its friday tomorrow? well i have an english assesment "
"negative","@ladybug8320 ooh, work im afarid  looking forward to a sunny weekeknd tho!!!"
"negative","summer and school do not mesh well..... "
"negative","Listening to 'Fountain of youth' by Supastition @imeem http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days "
"negative","I wish I hadn't tried that cherry wine last night "
"negative","Placebo - Running up that hill.  Incredible hurtful. My heart breaks.."
"negative","Twitter hates me "
"negative","have release on Tuesday.... got urgent code check task.... running tests "
"negative","it makes me feel a bit better that there's only 34 days left til HAWAII!!! But then again that's over a month away. "
"negative","@Covergirl1985 i had boatloads of sharpies and i didn't go!!!! sad sad sad sad so very sad. "
"negative","@missjmar omg it IS freaking gorgeous! Had sooo much fun, wish I remembered to take a picture of that beautiful waterfall "
"negative","Nooooooooooo not sammy Q.Q I dont want him to go. But he is "
"negative","@anima_bella1 u worked 6 days straight?  that's no bueno!"
"negative","@cheyennelax ASA HAHAHAHA. YOU SHOULD BUY ME STUFF. "
"negative","Desperatly wants to get his application done grrr it's soooo frustrating "
"negative","is GRADUATING TODAY!!!!!!!!! i wish all of my bros where here with me "
"negative","@jcyr http://www.riadventure.com sounds like loads of fun, I love the idea, unfortunately too far away for me "
"negative","Pounding on the aloe vera. Yeah sunburns! "
"negative","Back to work. So much to do, so little time "
"negative","We regret to inform you that your paper has been rejected "
"negative","Sitting at home wishing my surgery was over and done with. I hate being in pain! "
"negative","this is stupid ive spent 2 hours searching for jobs, looking for colleges, nothing! where am i gonna be in 5 years time  scared."
"negative","@StormClaudi HAH that is NOT bobby ...Bobby looks like my friend Donnie who is married  "
"negative","Orthodontist in a min "
"negative","@anz_rocks19 don't jinx me "
"negative","aw my friend audrey wants me to come play beer pong with people at her house but...I'm already in pjs and feeling sick. such bad timing "
"negative","@KimKardashian me 2. I did an essay on her for a college scholarship but I didn't get it "
"negative","@joe_doll You're such a mover, lol!! Shame about the shoe "
"negative","@suecosby I had to google the shelter to get some background. Oh gawd, it's as bad as they come.   L.A is a pain~ http://tr.im/lAB4"
"negative","@dannygokey Ok that just stinks!!  Where did your luggage travel to...or are they still trying to figure that out?    Bummer."
"negative","@kevinrose i want to see something similar for GNU/Linux "
"negative","Am I a terrible person for wanting winter back? It's really hot "
"negative","@GeminiTwisted hahaha he is so sweet!! hope i can see J tinking! live one day! i miss him so much!! "
"negative"," Poorly sick . Going to exam in abit."
"negative","@mutemonkey: Sorry doll, wallet is infested with moths so not this time "
"negative","I'm getting too old for this going out thing! "
"negative","Farrah Fawcett died? I didn't know "
"negative","is cramming. again. why? coz i chose to. but now, im regretting "
"negative","Just realised i have my maths re-take on tuesday.Noooooooo i thought i was done with revision    x"
"negative","Monday is coming the day I hateee! "
"negative","Is home and wishes she was still with @dustinbrutal "
"negative","Britney spears concert was amazing! Wish i cud go again "
"negative","@twitoria you don't need to! i'm online using some site haha. ahhh i'm following you now, btw i only just got what your sn means "
"negative","Have a fantastic opening flower drummers!! From the ALL Asian cast and crew "
"negative","@dansack06 te lo reenvie a gmail "
"negative","Somehow found myself at a &quot;Girls of Burlesque&quot; show tonight!  EEEEK!  No Dita von Tease in the house "
"negative","Wut, a cavity?!  How can that be?"
"negative","Not much on the car photography this week  Been SLOOOW"
"negative","@rdougan yea it is, getting it all ready today. Just 4 or 5 small things "
"negative","they've changed the forecast for the weekend... I wanted wall to wall sunshine "
"negative","@shhshannon later I burped up powder D: it was gross tasting and it make my throat burn "
"negative","finals next week!! school alllllllll day  boo"
"negative","@Nedwos Yeah we are getting them. Launce is the 26th. Unsure on prices yet tho "
"negative","and then the whole cycle starts again. or rather, stops again "
"negative","I wish Tesco sold lucky charms "
"negative","Off to Niagara for the day to do some gardening at Nonna's. Have to buy a new lawn mower since we forgot to check the oil level- oops "
"negative","Trying to figure out when I will get time to study   "
"negative","@iamNiicky poor thang  is thier any thing i can do to help?"
